Account,Row Type,Campaign,Campaign Type,Campaign Status,Budget,Budget type,Bid Strategy Type,Networks,Languages,Location,Location options,Tracking template,Final URL suffix,Ad Group,Ad Group Status,Maximum CPC bid limit,Keyword,Criterion Type,Keyword Status,Ad Status,Ad type,Final URL,Path 1,Path 2,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Negative,Labels,Comment
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Customer_Support,,,call center job,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,Customer_Support,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=customer_support_direct&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,hire,Build Your Support Team,Outsourced Customer Support,Hire CS Help for Employers,Offshore Support Staff,Remote Customer Service,Staff Your Support Queue,Philippines Support Talent,Hire Reliable CS Coverage,Interview Support Finalists,Tell Us Your Support Need,Dedicated Support Seats,Grow Support Without Bloat,,,,Build customer support coverage for your company with dedicated remote seats.,"Outsourced support talent for tickets, chat, and follow-through on your hours.",Hire customer service help without standing up a local team from scratch.,We recruit and screen. You interview. You choose who joins your support roster.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=direct; no DKI; lp=us-main-control
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,Customer_Support,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=customer_support_relief&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,relief,Keep Every Customer Covered,Stop Losing Tickets Overnight,End the Support Backlog,Cover Peaks Without Panic,Reply Faster Every Day,Hand Off Routine Tickets,Protect Your Brand Tone,Let Your Team Focus Again,Fewer Missed Conversations,Support That Keeps Up,Calm the Queue Chaos,Relief for Support Leads,,,,"When tickets pile up, revenue leaks. Get dedicated coverage for your business.",Remote support staff working your hours so customers are not left waiting.,Keep tone and process yours. They handle the daily queue volume.,Tell us channels and hours. We recruit. You interview before go-live.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=relief; no DKI; lp=us-main-control
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,Customer_Support,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=customer_support_trust&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,trust,From $7/Hour Staffing,Vetted Philippines Talent,Talent Working Your Hours,We Recruit and Screen,Support for Growing Cos,Lower the Cost of Hiring,Build Team Without Overhead,No Recruitment Fees,You Interview Finalists,Staffing Partner Since 2011,Payroll and HR Included,Clear Support Hiring Path,,,,From $7/hour dedicated seats. We recruit customer support talent for your team.,Vetted Philippines staff on your hours. You interview every hire.,"We handle recruiting, payroll, and HR so your leads can run the queue.",Built for US companies scaling support without inflating local headcount.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=trust; no DKI; lp=us-main-control
496-715-1855,Ad group,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,Enabled,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,New exact/phrase exploration AG → /us main control
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,recruiting virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,recruiting virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,hr virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,hr virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,hire recruiting assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,hire recruiting assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,recruitment assistant outsourcing,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,recruitment assistant outsourcing,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,offshore hr support,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,offshore hr support,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,recruitment outsourcing philippines,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,recruitment outsourcing philippines,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,hr assistant job,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,recruiter jobs,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,hr salary,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,work from home recruiting job,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=hr_recruiting_direct&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,hire,Hire Recruiting Support,HR Help for Your Company,Recruiting Assistant Hire,Offshore HR Support,Philippines Recruiting Help,Build Your TA Capacity,Staff Recruiting Ops Fast,Remote HR Admin Support,Interview Recruiting Help,Tell Us Your Hiring Load,Dedicated Recruiting Seat,Outsourced HR Assistance,,,,Hire recruiting and HR support for your company. Dedicated remote seats.,"Sourcing support, scheduling, and people admin on your business hours.",Outsourced recruitment assistance without standing up a full local TA team.,We recruit and screen. You interview. You choose who joins your HR workflow.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=direct; no DKI; lp=us-main-control
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=hr_recruiting_relief&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,relief,Stop Losing Time to Hiring,Clear the Recruiting Backlog,Get Scheduling Off Your Desk,Keep Pipelines Moving,Hand Off Candidate Chase,Less Admin in Recruiting,Source Without the Scramble,Free Managers to Decide,Hiring Ops Without Chaos,Catch Up on Open Roles,Make Recruiting Sustainable,Relief for Busy HR Leads,,,,Open roles stall when recruiting admin piles up. Get a dedicated support seat.,"Candidate chase, scheduling, and pipeline hygiene handled on your hours.",Your managers keep decisions. Support owns the repetitive hiring work.,Tell us the bottleneck. We recruit help. You interview before anyone starts.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=relief; no DKI; lp=us-main-control
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,HR_Recruiting,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=hr_recruiting_trust&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,trust,From $7/Hour Staffing,Vetted Philippines Talent,Talent Working Your Hours,We Recruit and Screen,Support for Growing Teams,Lower the Cost of Hiring,Build Team Without Overhead,No Recruitment Fees,You Interview the Shortlist,Staffing Partner Since 2011,Payroll and HR Included,Clear Process to Hire,,,,From $7/hour dedicated staff for HR and recruiting support roles.,We recruit and vet. You interview. Talent works your company hours.,Payroll and HR stay with us after placement so your team stays focused.,For growing US companies that need recruiting capacity without local bloat.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=trust; no DKI; lp=us-main-control
496-715-1855,Ad group,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,Enabled,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,New exact/phrase exploration AG → /us main control
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,ecommerce virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,ecommerce virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,hire ecommerce virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,hire ecommerce virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,shopify virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,shopify virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,hire shopify virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,hire shopify virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,ecommerce support outsourcing,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,ecommerce support outsourcing,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,remote ecommerce assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,remote ecommerce assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,shopify login,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,shopify tutorial,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,shopify theme,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,shopify developer job,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,amazon,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,airbnb,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,ebay,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,freelance,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,shopify developer,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,shopify developers,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=ecommerce_shopify_direct&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,hire,Hire Ecommerce Support,Shopify Help for Employers,Remote Ecommerce Assistant,Staff Your Store Ops,Outsourced Ecommerce Help,Hire Shopify Support Fast,Philippines Store Support,Build Your Ecommerce Seat,Interview Store Finalists,Tell Us Your Store Needs,Dedicated Store Ops Hire,Ecommerce Team Support,,,,Hire ecommerce support for your company store ops. You interview the shortlist.,"Shopify and ecommerce assistants for orders, listings, and daily store work.",Outsourced ecommerce help on your hours without a local ops hire first.,We recruit and screen. You choose who joins your ecommerce workflow.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=direct; no DKI; lp=us-main-control
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=ecommerce_shopify_relief&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,relief,Keep Store Ops Catching Up,Stop Living in Order Chaos,Get Listings Off Your Plate,Handle Peaks Without Panic,Daily Store Work Covered,Hand Off Routine Shop Tasks,Less Firefighting in Ops,Keep Customers Updated,Free Founders From Tickets,Store Work That Gets Done,Calm the Ecommerce Scramble,Relief for Store Operators,,,,"Orders, listings, and store admin pile up fast. Get a dedicated remote seat.",Keep your store moving while your team focuses on product and growth.,Routine ecommerce work owned by someone on your business hours.,Tell us tools and tasks. We recruit. You interview before anyone starts.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=relief; no DKI; lp=us-main-control
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,Ecommerce_Shopify,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=ecommerce_shopify_trust&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,trust,From $7/Hour Staffing,Vetted Philippines Talent,Talent Working Your Hours,We Recruit and Screen,Support for Growing Stores,Lower the Cost of Hiring,Build Team Without Overhead,No Recruitment Fees,You Interview Finalists,Staffing Partner Since 2011,Payroll and HR Included,Clear Path to Store Help,,,,From $7/hour dedicated staff for ecommerce support roles your store needs.,Vetted Philippines talent on your hours. You interview every candidate.,"We handle recruiting, payroll, and HR after you hire store support.",Built for US ecommerce teams that need ops coverage without overhead.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=trust; no DKI; lp=us-main-control
496-715-1855,Ad group,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,Enabled,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,New exact/phrase exploration AG → /us main control
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,sales support virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,sales support virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,hire sales virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,hire sales virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,sales administrative assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,sales administrative assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,crm virtual assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,crm virtual assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,outsourced sales support,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,outsourced sales support,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,remote sales support assistant,Exact,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,remote sales support assistant,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,sales job,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,sales salary,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,crm login,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,salesforce certification,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,hubspot certification,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Keyword,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,gohighlevel login,Phrase,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,Yes,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,High-confidence AG negative only
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=sales_support_crm_direct&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,hire,Hire Sales Support Help,CRM Support for Your Team,Remote Sales Admin Hire,Outsourced Sales Support,Staff Your Sales Ops,Philippines Sales Support,Build Sales Admin Capacity,Hire CRM Hygiene Help,Interview Sales Support,Tell Us Your Sales Load,Dedicated Sales Ops Seat,Support Your Closers,,,,"Hire sales support for your company. Lists, CRM hygiene, and follow-up help.",Remote sales admin on your hours so closers stay on revenue work.,Outsourced sales support without adding local overhead first.,We recruit and screen. You interview. You choose who joins your sales ops.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=direct; no DKI; lp=us-main-control
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=sales_support_crm_relief&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,relief,Get CRM Chaos Off Closers,Stop Losing Follow-Ups,Keep Pipeline Data Clean,Hand Off Sales Admin,Lists Without the Grind,Free Reps to Sell Again,End the Spreadsheet Chase,Follow-Ups That Happen,Less Admin in Sales Days,Pipeline Work That Moves,Calm Sales Ops Drag,Relief for Sales Leaders,,,,"When CRM and follow-ups slip, deals stall. Get a dedicated support seat.",Sales admin and pipeline hygiene handled on your business hours.,Your closers keep selling. Support owns the repetitive sales ops work.,Tell us tools and tasks. We recruit. You interview before anyone starts.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=relief; no DKI; lp=us-main-control
496-715-1855,Ad,VC_US_S_ROLES,,,,,,,,,,,,Sales_Support_CRM,,,,,,Enabled,Responsive search ad,https://www.virtualcoworker.app/us?utm_source=google&utm_medium=cpc&utm_campaign=vc_us_roles&utm_content=sales_support_crm_trust&utm_term={keyword}&matchtype={matchtype}&campaignid={campaignid}&adgroupid={adgroupid}&creative={creative}&lp_version=us-main-control,us,trust,From $7/Hour Staffing,Vetted Philippines Talent,Talent Working Your Hours,We Recruit and Screen,Support for Growing Teams,Lower the Cost of Hiring,Build Team Without Overhead,No Recruitment Fees,You Interview the Shortlist,Staffing Partner Since 2011,Payroll and HR Included,Clear Sales Support Path,,,,From $7/hour dedicated staff for sales support and CRM admin roles.,We recruit and vet. You interview. Talent works your company hours.,Payroll and HR included after hire so your sales leads stay focused.,For US teams that need sales ops coverage without local hiring drag.,,VC_US_EXACT_PHRASE_EXPANSION_2026-08-21,RSA angle=trust; no DKI; lp=us-main-control
